AuthorID,Author,Date,Content,Attachments,Reactions
"297867642083999744","pumpkincup","2025-04-04T08:00:03.8110000-07:00","*Quinn looks towards Ra as he asks to wake their ratkin friend and nods, turning her blue gaze to the smaller being still fast asleep. She crawls over to him, grabbing his boot and taking it off with a swift motion.* ""Up and at 'em, Cala!""","","😂 (1)"
"697804343050764289","justjohn4242","2025-04-04T08:03:07.6260000-07:00","*Darias looks up at the climb with an appraising eye*

""Looks like a challenging climb. Who has climbing gear? I have one set.""

""Also... I wonder how many of us I could carry... I might be able to give us a flying lift for 10 minutes.""","",""
"336938667971051531","sinforge.","2025-04-04T10:16:15.0170000-07:00","""I have a rope and a grappling hook if that helps"" *States Aillig* ""Shall we see where we may be going?"" *He askes pulling out the map.*","",""
"353773001822437378","foxbitten","2025-04-04T11:42:22.9880000-07:00","*There is an outraged squeak as his foot is exposed to the cold by Quinn's ruthless boot theft and an instantly-awake Ratkin is having a fight with his own sleeping bag, unable to immediately find his way out*
""WARRRGBLEH eh, what?! S-s-so cold! Who did this? Where...uggh...""
*He pokes his nose out into the morning air, fur rumpled and whiskers bent*","",""
"353773001822437378","foxbitten","2025-04-04T11:42:53.1070000-07:00","*Groggily* ""What's going on?""","",""
"297867642083999744","pumpkincup","2025-04-04T12:32:31.8690000-07:00","*Quinn can't help but grin down at Cala as he scrambles awake, stirring wildly under the sack. She sets his boot back on the ground next to him.* ""Good morning sunshine,"" *She teases with a withheld laugh.* ""The rest of us are up, it was time for you to join us. We are probably heading out soon.""","",""
"353773001822437378","foxbitten","2025-04-04T13:24:25.9450000-07:00","*The Ratkin groans and grabs the boot, putting it back on*
“As a member of the Autumn Court, I’ll have you know that it’s a perfectly natural thing for us warm fuzzies to hibernate through wretched cold like this…”
*He yawns, flashing incredibly bright gold teeth*","",""
"705249468928360609","eiger415","2025-04-04T13:36:46.1870000-07:00","**“I brought my climbing gear. Hopefully we don’t need it…”** *chimes in Ra’vek, as he looks up at the steep path ahead.*","",""
"705249468928360609","eiger415","2025-04-04T14:29:11.4850000-07:00","> *Aillig pulls out the map and you can see the path marked from the east, heading up a ridge, and into a section of the Isanya’s Spine mountains that’s marked “Passable”.  As you look up at the climb ahead you question that.*","",""
"705249468928360609","eiger415","2025-04-04T14:29:48.3110000-07:00","","https://cdn.discordapp.com/attachments/1356754545899733002/1357829534430400783/image0.jpg?ex=68d8574c&is=68d705cc&hm=4845c03b335b163c801544d190647fc677ee2ec633f4896c405c2d9b20d64a46&",""
"353773001822437378","foxbitten","2025-04-04T15:39:53.7280000-07:00","""Climbing to be done? What say Pandora and I handle the initial ascent by wing, taking up rope and securing it. Then Bob's your uncle, you lot get to practice your very best rope work. Hope no one skipped arm day!""

*Cala packs up his bed-sack and rummages in his backpack, pulling out a grappling hook and thin length of rope, twirling the end of it.*","",""
"697804343050764289","justjohn4242","2025-04-04T17:15:02.0160000-07:00","*Pandora jumps up out of Darias's backpack at hearing Cala's plan! She flies three loops around Cala and tries to find a rope to help carry*","",""
"297867642083999744","pumpkincup","2025-04-04T18:42:22.3440000-07:00","*Quinn still tries to hold back her laugh at Cala's retort about hibernation, but the conversation switches and she instead pats her bag.* ""I've got a set for climbing as well, just in case. I like Cala's idea however, saves us time for sure.""","",""
"697804343050764289","justjohn4242","2025-04-04T19:17:07.7340000-07:00","*Darias looks at the climb and raises an eye brow*

“I hope we don’t need it either… but if we do then then I’d rather not lose anyone. this seems like a bit of precaution will serve us well. “","",""
"705249468928360609","eiger415","2025-04-04T19:43:16.0640000-07:00",">>> *As you break camp the morning sun glints off the ice-crusted peaks of Isanya’s Spine above. It’s deceiving weather as the sun brightens the day yet the cold wind blowing across the frozen ground reminds you of the deadly conditions all around. With the fog pushed away, you can clearly see a large glacier before you, stretching to the summit high above. The distant creaking and cracking of ice sends a promise of trials ahead as you shoulder your gear.*

*Looking through the gate, the ancient mountain awaits - half-swallowed by snow and echoing the whistling wind between jagged spires above. With a large drop off to the right and a cluster of massive stones off to the left, a natural path guides you your first steps forward. It doesn’t take too long before you first spot something … unnatural.  You see a stack of progressively smaller rocks piled up on top of each other, starting with a large boulder sticking out of the snow and ending with a small hand side rock on top.  You feel a bit of relief knowing others must have come this way.*

(What do you discuss as you begin your march up the mountain?)","",""
"353773001822437378","foxbitten","2025-04-04T19:49:00.7460000-07:00","*Cala inspects the rocks, knowing stacks and cairns can sometimes be used to leave messages among thieves. He circles the stack to see if anything stands out*","",""
"705249468928360609","eiger415","2025-04-04T20:03:36.9960000-07:00","> *The rocks are Indeed… just Rocks!*","",""
"297867642083999744","pumpkincup","2025-04-04T20:07:16.4550000-07:00","*Walking beside Cala, Quinn sees him circle around a stack of rocks, investigating it thoroughly. She pairs the stack with the large ones placed to the side of their path, ingrained into the landscape.* ""Wonder if a kid stacked those out of boredom,"" *she says casually.*","",""
"705249468928360609","eiger415","2025-04-04T21:55:11.2170000-07:00","*Ra’vek walks alongside Darias.*
**“Hey Darias - Remember that story I told you on our first day?  The one about the basilisk and the pack of mercenaries?”**","",""
"697804343050764289","justjohn4242","2025-04-05T07:06:43.0260000-07:00","“Aye, and your patron saved you during the fall. Didn’t you say something about a warrant out for you as well?”","",""
"697804343050764289","justjohn4242","2025-04-05T07:40:03.7270000-07:00","*Darias doesn't really care about warrants, rather he judges actions and consequences according to the balance. So he's just curious about that part of the story more than anything*","",""
"353773001822437378","foxbitten","2025-04-05T07:51:39.9500000-07:00","*Cala catches the word ‘warrant’, his ears swiveling as he coils rope with Pandora and pretends to not be listening, but is listening intently*","",""
"705249468928360609","eiger415","2025-04-05T08:52:49.8910000-07:00","**“Soo, I might have been pulling your leg just a bit.”** *Ra grins widely.*

**“About a year before coming to the Province, I was caught off guard by a wild boar while trekking through the woods. When it charged at me suddenly I used my misty step to appear behind it and land a solid strike. The boar stumbled and tumbled off a nearby 10-foot hill and ran away. That was it. No basilisk. No cliff.”** *Ra laughs heartily to himself.* 
**“But man… your initial reaction was better than a court jester could have hoped for!”**

*He continues without missing a beat.* **“And as for the tale involving poison… well, that was a retelling of a famous story from my old guild. Our leader was a woman renowned for her mastery of toxins and telling a wicked tale. I learned an immense amount from her.”**

*Ra’vek pauses, realizing he may have been rambling on.* **“But back to your question this morning.  No - I’m not in touch with my old guild.  We parted paths several years ago.  After an incident…”**

*Ra smiles tightly, his eyes flicking toward the shadows.* **“… after an incident that sent me down a new path with my patron.  She is… potentially present, even now. But our conversations are rare and … usually very one-sided.”**

*Ra’vek finally pauses and takes in a deep breath while looking up to the summit ahead.*","",""
"336938667971051531","sinforge.","2025-04-05T09:34:09.8700000-07:00","*Aillig nods.* ""In my experience, beings with power enough to bargain away enough to give a mortal abilities such as those you have displayed rarely do so without firm intentions of employing said mortals to their own ends. And they are clever in their bargaining. Some of the contracts I have seen between such beings are... complicated to say the least.""","",""
"705249468928360609","eiger415","2025-04-05T10:03:34.1930000-07:00","*Ra’vek shoots Aillig a look, clearly a bit surprised. Vaguely, he replies.*
**“You’re a smart one, as always, Aillig. And in your experience, are contracts ever… re-negotiated?”**","",""
"697804343050764289","justjohn4242","2025-04-05T10:12:20.3660000-07:00","*Darias raises his eyebrow at Ra'vek's revised story... *

""Ah that makes a bit more sense now. And not in touch with your guild anymore. I do hope that's on ok terms, I'd be happy to meet Circle of Wildfire druids, we just seldom commune.

Your patron sounds... I'm not sure what potentially present means but it doesn't sound comforting.

My patron offered me power and fire... and I said yes. The Wildfire has always called to me, and with it comes a need to be able to use fire to burn away that which must be destroyed. I still feel the draw for that power, and I think my patron sometimes enters my dreams. But I've not seen him directly affect or come to this plane.""","",""
"697804343050764289","justjohn4242","2025-04-05T10:15:13.8880000-07:00","*Darias glances at Aillig too... wondering just how many things this man knows.*","",""
"705249468928360609","eiger415","2025-04-05T10:20:35.1920000-07:00",">>> *In the meantime, Cala, Quinn, and Pandora have been following the occasional cairn.  They are the first to see the trail narrow along a sheer cliffside.  A snow covered ledge leads forward for 20 feet or so before curving left and out of sight. Ice clings to the walls, and wind whistles dangerously through the gap. A steep drop awaits any misstep.*
(Acrobatics check when crossing)","",""
"261302296103747584","Avrae#6944","2025-04-05T10:36:06.2790000-07:00","","",""
"353773001822437378","foxbitten","2025-04-05T10:37:50.6270000-07:00","*Used to being nimble-footed in small places, Cala fairly dances down the little path, testing the slippage here and there and calling out trouble spots to Quinn*","",""
"261302296103747584","Avrae#6944","2025-04-05T10:38:49.8290000-07:00","","",""
"297867642083999744","pumpkincup","2025-04-05T10:40:24.1080000-07:00","*Quinn follows Cala, knowing he finds it easier to stay on the path and small enough to test anything out of place. She listens intently to all of his calls.* ""Stay close you all, don't go too fast,"" *she calls to the team behind her.* ""Single file line...""","",""
"697804343050764289","justjohn4242","2025-04-05T10:40:50.1590000-07:00","*Seeing the dangerous pass Darias hands the rope end of his climber's kit to Pandora. Both to secure her from being blown by the wind and to ask the others to anchor*","",""
"261302296103747584","Avrae#6944","2025-04-05T10:41:05.2140000-07:00","","",""
"697804343050764289","justjohn4242","2025-04-05T10:41:25.5690000-07:00","!item ""Climber's Kit""","",""
"261302296103747584","Avrae#6944","2025-04-05T10:41:28.2770000-07:00","","",""
"697804343050764289","justjohn4242","2025-04-05T10:44:27.7940000-07:00","""Quinn, Cala, can one of you anchor that on the other side?""","",""
"336938667971051531","sinforge.","2025-04-05T10:45:10.2100000-07:00","*Aillig smiles thinly as Ra* “it is rare, but it has been known to happen. It would require a shift in the balance of power. Either something to strengthen one party’s position or weaken the other’s. Unfortunately that tends to mean other powerful being, how can I put this…” *he thinks for a moment* “subtly putting a finger on the scale. And that can complicate matters for everyone.”","",""
"297867642083999744","pumpkincup","2025-04-05T10:46:43.9630000-07:00","*Quinn grabs the rope from Pandora while keeping a hand on her, holding her close to protect her as she hands the rope to Cala.*","",""
"697804343050764289","justjohn4242","2025-04-05T10:48:29.4940000-07:00","*Darias does hear what Aillig said, but the complexity of it hurts his heads. Darias chooses to stay focused on the issue of ropes and not falling. He could use his boots, but when presented with a chance to use a climber's kit one should use the tools for the job*","",""
"353773001822437378","foxbitten","2025-04-05T11:30:31.2660000-07:00","""Sure!""
*Cala doubles back to take the rope and steadies himself, heading for the opposite side of the narrow path to look for something he can tie it to*","",""
"705249468928360609","eiger415","2025-04-05T13:44:45.3050000-07:00","*Ra listen closely to Aillig’s words and nods in understanding.  His fate was decided long ago… little will change that.*
**“That makes sense. We best focus on the trail now. Looks like the next portion is getting a bit treacherous.”**

*Ra then pulls out his climbing harness and pulls it on.  He then grabs a piton, hammers it into a nearby crack.*
**“Hey Darias - nice to see we have another climber in the group. Can you tie your rope to this piton? I’ll race across and make sure Cala has a good anchor on the other side before you and Aillig cross.”**","",""
"697804343050764289","justjohn4242","2025-04-05T13:46:33.4190000-07:00","*Darias nods, and doesn’t quite mention that this is the first time he’s using a climber’s kit… it seems pretty clear*

“Of course, let’s not lose anyone off this edge”","",""
"705249468928360609","eiger415","2025-04-05T13:52:17.9800000-07:00","> (Sleight of hand check to see how well that knot goes)","",""
"697804343050764289","justjohn4242","2025-04-05T13:53:48.3350000-07:00","!c sleight guidance","",""
"261302296103747584","Avrae#6944","2025-04-05T13:53:48.5230000-07:00","I found both a local snippet and 1 workshop snippet named !guidance. Use `!snippet autofix` to automatically assign all conflicting snippets unique names, or `!snippet rename guidance <new name>` to manually rename it.","",""
"261302296103747584","Avrae#6944","2025-04-05T13:54:08.3400000-07:00","","",""
"697804343050764289","justjohn4242","2025-04-05T13:54:38.1530000-07:00","(can i add guidance?? 🙂","",""
"705249468928360609","eiger415","2025-04-05T13:55:46.7090000-07:00","> *Darias secures the knot… it may not be pretty, but it’s effective* (DC 10)","","🫣 (1)"
"261302296103747584","Avrae#6944","2025-04-05T13:56:11.4200000-07:00","","",""
"705249468928360609","eiger415","2025-04-05T14:06:43.7680000-07:00","*Ra’vek ties the middle of the rope to his harness and chases down Cala and the other end of it around the corner of the ledge.*

*Finding Cala on the other side struggling to find anything to secure the rope to, Ra waves a piton at him.*
**“Let’s use this - you can anchor over here.”**

*Ra slams the piton into a nearby crack and looks to Cala to tie the knot.*","",""
"261302296103747584","Avrae#6944","2025-04-05T14:12:35.7360000-07:00","","","👍 (1)"
"261302296103747584","Avrae#6944","2025-04-05T14:13:11.6070000-07:00","@Cala | Foxbite  :game_die:
**Result**: 1d4 (3)
**Total**: 3","",""
"353773001822437378","foxbitten","2025-04-05T14:13:19.9060000-07:00","((17 total, guidance did not add))","",""
"353773001822437378","foxbitten","2025-04-05T14:13:57.8880000-07:00","*Cala boosts his tangling paw movements with a little divination*","",""
"353773001822437378","foxbitten","2025-04-05T14:14:54.1390000-07:00","*A little surprised at the speed and dexterity of Ra, his whiskers twitch as he makes mental adjustments to this man's estimation in his head*","",""
"705249468928360609","eiger415","2025-04-05T14:17:48.3300000-07:00","*Seeing the knot tied, Ra does something new… and on the other end of the ledge Aillig hears a voice.*
**“Hi Aillig - the knot is secured.  You and Darias may cross. You can respond to this message.”**","",""
"697804343050764289","justjohn4242","2025-04-05T14:27:24.2670000-07:00","*Darias’s eyes go a bit wide, but this is clearly some new and useful magic*

*Seeing as there are now two points of connection Darias uses an extra rope to tie himself even closer to the tether line. Then he sets across. *

“I’m on my way now Ra”","",""
"697804343050764289","justjohn4242","2025-04-05T14:28:48.4600000-07:00","but he pauses… and instead says Aillig let me offer Guidance and then I’ll follow","",""
"261302296103747584","Avrae#6944","2025-04-05T14:29:00.6970000-07:00","@Darias |JustJohn  :game_die:
**Result**: 1d4 (**1**)
**Total**: 1","","🙃 (1),NekoF (1)"
"336938667971051531","sinforge.","2025-04-05T15:00:09.2450000-07:00","*Aillig stares across the way for a long moment before smiling and shaking his head.* ""We're on our way."" *He sends to Ra, and then turning to Darius adds* ""Climbing isn't by strong suit, any guidance you can give would be appreciated.""","",""
"336938667971051531","sinforge.","2025-04-05T15:00:56.3710000-07:00","*Taking a deep breath, and using his length of rope to form a makeshift harness, Aillig starts to make his way along the rope.*","",""
"261302296103747584","Avrae#6944","2025-04-05T15:02:54.0120000-07:00","","",""
"261302296103747584","Avrae#6944","2025-04-05T15:03:11.6290000-07:00","","",""
"697804343050764289","justjohn4242","2025-04-05T15:05:11.7690000-07:00","*Darias gives Aillig a bit of Guidance and keeps a watch over his progress. Ready to activate winged boots if anything goes wrong*","",""
"705249468928360609","eiger415","2025-04-05T15:29:18.1020000-07:00","> *Aillig begins to cross the ledge when his pack gets caught up on the rope.  He begins to slip.*
(any reactions?)","",""
"697804343050764289","justjohn4242","2025-04-05T15:30:55.8390000-07:00","(Pandora can react with +2 for his acrobatics","",""
"705249468928360609","eiger415","2025-04-05T15:41:59.1110000-07:00","> *And with Pandora’s reaction he is able to JUST prevent a fall.*","",""
"336938667971051531","sinforge.","2025-04-05T15:43:02.4750000-07:00","*Aillig looks forward as he regains his grip*. ""Who's a good kitty?""","","🤣 (1)"
"697804343050764289","justjohn4242","2025-04-05T15:48:15.1190000-07:00","*Pandora is watching the people and she is nervous for them. She sees Aillig almost get hung up on gear and she sends a boost of ingenuity to help them think his way through the angles and geometry to find the one stepping spot he can use to just regain his balance. She likes Aillig, he’s smart and she enjoys watching him figure things out.*","","🎉 (1)"
"261302296103747584","Avrae#6944","2025-04-05T15:48:35.2060000-07:00","","",""
"697804343050764289","justjohn4242","2025-04-05T16:01:23.0670000-07:00","*Darias hooks his rope to the tether Ra set, so he has his climbing harness and now a second. He gives himself a bit of Guidance and sets off. *","",""
"261302296103747584","Avrae#6944","2025-04-05T16:01:38.5500000-07:00","","","👍 (1)"
"705249468928360609","eiger415","2025-04-05T16:02:39.4510000-07:00","> *The party all makes it across!*","","🎉 (3)"
"697804343050764289","justjohn4242","2025-04-05T16:41:07.2480000-07:00","*Seeing the perilous path forward, and knowing he’s not a dexterous as the others… Darias takes a brief moment to still his thoughts and nerves. 

He reaches to his Druid Guidance to aid his skills. 

As he breathes in… may the balance help me… as he breathes out… he steps sure and true while his hands navigate the ropes like they know what to do.  *","",""
