"SESSION_NUM","THREAD_MSG_NUM","LOCATION_NAME","CHARACTER_NAME","MESSAGE"
"0","1000220","East Island: Autumnal Forest","Saba","*Saba squints and sniffs the air as the mist closes in*"
"0","1000230","East Island: Autumnal Forest","Mina'Khor","“Well, nice to meet you Pumpkin and Saba. People call me Mina.” 

*She offers a single finger headpat to the rat and then stands as her ears pick up her native tongue.*

“Huh? Who’s playing tricks? Come on do better than that.”"
"0","1000240","East Island: Autumnal Forest","Saba","*The rat accepts the pat and climbs onto Saba’s shoulder*"
"0","1000250","East Island: Autumnal Forest","Mina'Khor","“Want a leg up or you like your feet on the ground, mate?” 

*She asks Saba, getting an idea from the rat.*"
"0","1000260","East Island: Autumnal Forest","Dungeon Master","((perception checks or you can roll nature to guess what it might be))"
"0","1000270","East Island: Autumnal Forest","Mina'Khor","Mina'Khor Delhin makes a Perception check! 1d20 (17) + 4 = `21`"
"0","1000280","East Island: Autumnal Forest","Quinn","Quinn makes a Perception check! 1d20 (14) + 4 = `18`"
"0","1000290","East Island: Autumnal Forest","Flapjacks-over-Eggs","Flapjacks-over-Eggs makes a Nature check! 1d20 (3) + 1 = `4`"
"0","1000300","East Island: Autumnal Forest","Ra’vek","*Seeing the fun Pumpkin and Saba are having Ra'vek turns his head to the side and speaks out apparently to nothing...*  ""Hey Kly, you want to come out and last least say Hi?"""
"0","1000310","East Island: Autumnal Forest","Ra’vek","*.. and then, out of thin air a rat appears on Ra'vek's shoulder.  He gives a look at Ra'vek and everyone around... and appears to squint his eyes as if questioning if this was really neccessary.*
""Ah... there you go, Kly.  See, not too hard.""

*Ra looks back to the group*  ""Everyone, this is Klymok...  He'll be around from time to time."""
"0","1000320","East Island: Autumnal Forest","Saba","Saba Ti makes a Nature check! 1d20 (14) + 12 = `26`"
"0","1000330","East Island: Autumnal Forest","Saba","*Saba reaches up to Mina, never one to turn down a ride*
“Yes! Tall!”"
"0","1000340","East Island: Autumnal Forest","Saba","*Pumpkin catches a whiff of Kly and squeaks a greeting to the other rat, his tail whisking back and forth*"
"0","1000350","East Island: Autumnal Forest","Mina'Khor","*She bends and uses one hand to let her up onto her shoulder and sits her comfortably. The antler above her head like a natural handle.* 

“And I ain’t even the tallest. Though, I can get a bit bigger. For a little.”"
"0","1000360","East Island: Autumnal Forest","Ra’vek","*Kly looks back and hisses.  He's apparently not very friendly.*

""Ok, Kly... that's enough.  Why don't you go take a look around that mist for us, eh?""

*And with that the rat pops back out of visibility.*"
"0","1000370","East Island: Autumnal Forest","Ra’vek","(Kly will turn invisible and change their shape into their natural form to fly up ahead.)"
"0","1000380","East Island: Autumnal Forest","Saba","*Pumpkin’s ears flatten and he backs into Saba’s hood in alarm.
The goblin settles in like she’s always ridden Mina’s shoulder and exclaims about this new exciting vantage height, her Common a bit stilted and broken*"
"0","1000390","East Island: Autumnal Forest","Saba","“So high! How more big?”"
"0","1000400","East Island: Autumnal Forest","Dungeon Master","> *Quinn, Mina, and Ra'vek are able to identify four distinct shapes, one larger than the others.  They are roughly the size of cats or small dogs.  They flit about, just out of reach.*
> 
> *Saba has spent enough time in the NLP to hear stories of fey creatures in the forest that are more interested in pranks and tricks than violence.  Perhaps fairies, or pixies, maybe even a Pseudodragon or fairy dragon.*"
"0","1000410","East Island: Autumnal Forest","Saba","*Saba watches the creatures without much concern, figuring them for illusions or fae. She leans to whisper to Mina*

“…Umph. If offer food, no eat. Music, no dance.”"
"0","1000420","East Island: Autumnal Forest","Flapjacks-over-Eggs","""I have dried, salted cabbage chips, cabbage rolls, and a jar of pickled cabbage."""
"0","1000430","East Island: Autumnal Forest","Ra’vek","*Kly will fly up ahead and assess if there's any real concern here.*"
"0","1000440","East Island: Autumnal Forest","Mina'Khor","“Family genes. I’ll show you sometime.” 

*Walking ahead she pointedly ignores the fluttering fey. Trickery was a bother right now. As much as it was fun to partake in. Later maybe. For now, she mostly wanted a fight.*"
"0","1000450","East Island: Autumnal Forest","Saba","*Saba nods, feeding Pumpkin a chunk of jerky. She also offers Mina a whole stick of homemade jerky as well, thinking she might get jealous*"
"0","1000460","East Island: Autumnal Forest","Quinn","""Thats a lot of cabbage...if we need any though, we will ask you, Flapjacks."" *She watches and listens to the others, not having much to say but keeping pace.*"
"0","1000470","East Island: Autumnal Forest","An unknown creature","An unknown creature makes a Sleight Of Hand check! 1d20 (5) + 5 = `10`"
"0","1000480","East Island: Autumnal Forest","Dungeon Master","> *An invisible set of teeth chomp down on the stick of jerky in Saba's hand, but they fail to rip it away.  With a frustrated squeak, a small dragon with butterfly wings appears, jaws still clamped on the jerky.*"
"0","1000490","East Island: Autumnal Forest","Saba","*Saba makes a high pitched ‘Eee’ noise and lets the meat go*"
"0","1000500","East Island: Autumnal Forest","Aillig","*Seeing the little dragon after the food, Aillig pulls out a crossbow bolt. Concentrating on it, he imagines the technomagical process that would be needed to alter the bolt’s odor. Rearing back he throws the bolt as far into the woods as he can, the bolt leaving a faint odor of the most luscious roast in its wake*"
"0","1000510","East Island: Autumnal Forest","Mina'Khor","*Mina frowns and flicks a hand out quickly, the jerky offered her halfway in her mouth. Snatching it back she sticks her tongue out at the tiny thing as she hands the food back.*

*Sylvan* ||Bad dragon! Go pick on something your size. This one is close but still bigger than you. Go bother bugs||"
"0","1000520","East Island: Autumnal Forest","Aillig","*Pointing in the direction he threw the bolt, Aillig adds*

*Sylvan* ||There is a yummy roast over there, can’t you smell how good it will be?||"
"0","1000530","East Island: Autumnal Forest","Ra’vek","(Kly will have approached the shapes ahead, flying 20ft above)

*Ra’vek takes a moment to close his eyes and look through Kly’s eyes instead.*

(What does he see?  Is he able to distinguish the larger shape from the smaller ones?  Does he see anything of value on/near them?)"
"0","1000540","East Island: Autumnal Forest","Dungeon Master","> *The larger shape has just appeared near Saba and Mina.  The smaller ones are still invisible and flitting around.  There is nothing visible on them, valuable or otherwise.  The large one doesn't seem to have anything.*
> 
> *When Mina hands the food back, the dragon yips happily and starts doing flips in the air.  The small ones pop into view as well.  Then the delicious smelling bolt flies into the forest.  The three smaller dragons dart off after it, while the larger one alights upon a tree branch to munch happily.*"
"0","1000550","East Island: Autumnal Forest","Flapjacks-over-Eggs","*Flapjacks withdraws his hand from his snack bag.*  ""I suppose they don't prefer cabbage chips."""
"0","1000560","East Island: Autumnal Forest","Saba","*Recovering from her fright, Saba watches the little ones swoop in. She rummages in her sleeves and pulls out another jerky stick, seeming to have an endless supply hidden in her pockets*

“Can share…little flutterby hungry?”
*…but she is too late, they zip away after the crossbow bolt. Saba crunches on one end herself instead*"
"0","1000570","East Island: Autumnal Forest","Ra’vek","*Kly snaps back out of his Kly vision satisfied that there’s no real threat (or opportunity).  He then catches an odor on his nose…* 

“Hey, anyone smell roasted turkey?! 🦃”"
"0","1000580","East Island: Autumnal Forest","Mina'Khor","“Ah don’t pay it no mind. Tricky bastards, not terrible most the time. Still, give em an inch and you give em a mile.” 

*She chomps down on the jerky some.* 

“So, should we move on?”"
"0","1000590","East Island: Autumnal Forest","Aillig","“Aye, still a long trail ahead, best to move along”"
"0","1000600","East Island: Autumnal Forest","Quinn","""Agreed. We don't need to wait around long enough for all our packs to be stolen too."" *Quinn holds tighter to the straps of her own.*"
"0","1000610","East Island: Autumnal Forest","Saba","*Still chewing, Saba doesn’t say anything at all, but points forward with her free hand*"
"0","1000620","East Island: Autumnal Forest","Ra’vek","""Ah... let's head on out.  Cheeky bastards might not be content with just jerkey for long""  *And Ra starts walksing*"
"0","1000630","East Island: Autumnal Forest","Flapjacks-over-Eggs","*Flapjacks leads on deeper into the woods.*"
"1","2000010","East Island: Cold Jungle Floor","Dungeon Master","> *Flapjacks leads the group through a disguised crack in the rock.  They descend a muddy slope and find themselves in a jungle.*"
"1","2000020","East Island: Cold Jungle Floor","Dungeon Master","> *Full of lush plants and towering trunks, the sweltering jungle is covered by a dense layer of naturally-knit branches that blot out the sky. Bubbling out of vents in the ground, geothermal energy is expelled and trapped within a natural greenhouse. From above, icy water drips down through the branches and works with luminescent crystals to nourish an overgrown rainforest floor. The air is abound with not only the sound of dripping, but also the calls and songs of exotic wildlife---of which soar through the crowded airspace and scamper over thorny foliage and glowing fungi.*

((From the channel description))"
"1","2000030","East Island: Cold Jungle Floor","Flapjacks-over-Eggs","""Be cautious.  I have experienced strange things among these trees."""
"1","2000040","East Island: Cold Jungle Floor","Ra’vek","*Klymok will be back in his invisible form flying around as he so does.*"
"1","2000050","East Island: Cold Jungle Floor","Saba","*Having traded treats and been given sweets, Pumpkin bounces along on the ground*"
"1","2000060","East Island: Cold Jungle Floor","Aillig","""At least we don't have  to worry about the cold"" *States Aillig, grateful to be warm again*"
"1","2000070","East Island: Cold Jungle Floor","Mina'Khor","*Mina follows along behind Pumpkin, still holding Saba if she wanted to be held. Otherwise she's following the goblin too. She hums softly as she walks, glaive over her shoulder, seeming to be rather well and fully good to go after their rest.*"
"1","2000080","East Island: Cold Jungle Floor","Dungeon Master","> *Softly, from the distance, the party hears a cry ""Help me!  Help me!""*"
"1","2000090","East Island: Cold Jungle Floor","Saba","*Saba would have woken refreshed and ready to shuffle along beside Mina*"
"1","2000100","East Island: Cold Jungle Floor","Quinn","*Quinn follows along with the group, keeping pace with Aillig. His comment makes her nod.* ""No kidding."" *After a short while though, her ears flick forward, and she pauses to hear better.* ""Someone's calling for help!"" *She picks up the pace, following the direction of the call.*"
"1","2000110","East Island: Cold Jungle Floor","Saba","*Saba sniffs the air suspiciously, remembering a similar scenario that ended in tragedy*
“Wait! May be hag…”"
"1","2000120","East Island: Cold Jungle Floor","Saba","Saba Ti makes a Perception check! 1d20 (7) + 0 = `7`"
"1","2000130","East Island: Cold Jungle Floor","Flapjacks-over-Eggs","""Indeed. Sometimes the cabbage turns out to be lettuce."""
"1","2000140","East Island: Cold Jungle Floor","Aillig","*Raising an eyebrow at Saba’s mention of hags, Aillig cups his ear trying the hear better*"
"1","2000150","East Island: Cold Jungle Floor","Saba","*Saba casts mage armor in herself in anticipation of a bad time*"
"1","2000160","East Island: Cold Jungle Floor","Aillig","Aillig MacCaird makes a Perception check! 1d20 (6) + 3 = `9`"
"1","2000170","East Island: Cold Jungle Floor","Saba","*Saba frantically calls Pumpkin back to her, pulling out her staff*"
"1","2000180","East Island: Cold Jungle Floor","Ra’vek","*Ra’vek also feels much better after their rest is cautious about jumping into another quarrel.*."
"1","2000190","East Island: Cold Jungle Floor","Saba","[Goblin] ||”Beloved rat child, come here! I know the nice man gave you sweets but there may be hags afoot!”||"
"1","2000200","East Island: Cold Jungle Floor","Mina'Khor","Mina'Khor Delhin makes a Perception check! 1d20 (10) + 4 = `14`"
"1","2000210","East Island: Cold Jungle Floor","Mina'Khor","*Mina tunes in to everyone else's paying attention and decides she probably should too.*"
"1","2000220","East Island: Cold Jungle Floor","Quinn","Quinn makes a Perception check! 1d20 (19) + 4 = `23`"
"1","2000230","East Island: Cold Jungle Floor","Saba","*The rat reluctantly gallops back to Saba from dogging Ra’vek’s feet, hopeful for more sweets*"
"1","2000240","East Island: Cold Jungle Floor","Quinn","*Beginning to worry from her team's suspicions, Quinn keeps a careful ear out for what was ahead, keeping light on her feet in case she needs to attack quickly.*"
"1","2000250","East Island: Cold Jungle Floor","Dungeon Master","> *As Quinn gets closer, she sees a small glowing light, flitting through the trees.  Mina sees a second light race by, seemingly following the first.*
> 
> *""Help me!  Help me""*
> 
> *Quinn can pinpoint the voice as coming from the lead light.  Perhaps it is fleeing from the other?*"
"1","2000260","East Island: Cold Jungle Floor","Ra’vek","*Ra’vek slips into the shadows to take a closer look.*"
"1","2000270","East Island: Cold Jungle Floor","Quinn","*Quinn's stomach leaps into her throat at the sight of two lights, fleeing quickly from somewhere. She preps a dagger in hand.* ""Follow those lights!"" *She shouts back, chasing after the lead light through the trees.* ""Hey, hold up! We are here to help!"" *She calls.*"
"1","2000280","East Island: Cold Jungle Floor","Ra","Ra makes a Stealth check! 1d20 (12) + 7 = `19`"
"1","2000290","East Island: Cold Jungle Floor","Mina'Khor","*Mina isn't quite so inclined to follow swiftly. This smelled of pranks and pixies. Still, she sighs and grasps her weapon as she goes to follow the others. Trying to remain on the alert.*"
"1","2000300","East Island: Cold Jungle Floor","Ra’vek","*Before approaching closer, Ra takes a moment to peer through his friend’s eyes*"
"1","2000310","East Island: Cold Jungle Floor","Imp","An Imp makes a Perception check! 2d20kh1 (6, ~~4~~) + 1 = `7`
>>> *Klymok*"
"1","2000320","East Island: Cold Jungle Floor","Ra’vek","*Kly is off to the side not paying any attention to these lights or calls for help.  Ra’vek decides to listen in instead with his keen sense of hearing.*"
"1","2000330","East Island: Cold Jungle Floor","Ra","Ra makes a Perception check! 1d20 (15) + 7 = `22`"
"1","2000340","East Island: Cold Jungle Floor","Dungeon Master","> *The (fleeing?) light responds to Quinn's cries, and begins to circle around towards the party.  It continues shouting. ""Please somebody help me!  Isn't anyone there?!  Ahh!""  Soon it will run (hover) into Quinn.*
> 
> *From his position, Ra'vek can hear a faint sound coming from the (chasing?) light. A whispering, low and rough.  ""Come to me... me...""*"
"1","2000350","East Island: Cold Jungle Floor","Ra’vek","*Telepathically Ra’vek commands Kly to stop chasing damn rabbits and get over here- we’ve got trouble brewing!*"
"1","2000360","East Island: Cold Jungle Floor","Quinn","*Quinn follows the light, trying to find a way to stop it or even prevent it from being caught. She is unsuccessful until eventually the light comes right to her, and she cups her hands around the light, hoping to protect it.* ""It's okay! I'll keep you safe, what's happening?"" *She asks quietly, keeping her ears turning.*"
"1","2000370","East Island: Cold Jungle Floor","Saba","*Following the group, as soon as she knows these are flying creatures the goblin readies something energy-based in her hands, a faint glow emanating*"
"2","2000390","East Island: Cold Jungle Floor (ENCOUNTER)","Dungeon Master","Start Init"
"2","2000400","East Island: Cold Jungle Floor (ENCOUNTER)","Flapjacks-over-Eggs","Flapjacks-over-Eggs makes an Initiative check! 1d20 (11) + 3 = `14` Added to combat!"
"2","2000410","East Island: Cold Jungle Floor (ENCOUNTER)","Ra","Ra makes an Initiative check! 1d20 (3) + 4 = `7` Added to combat!"
"2","2000420","East Island: Cold Jungle Floor (ENCOUNTER)","Quinn","Quinn makes an Initiative check! 2d20kh1 (7, ~~2~~) + 4 = `11` Added to combat!"
"2","2000430","East Island: Cold Jungle Floor (ENCOUNTER)","Mina'Khor","Mina'Khor Delhin makes an Initiative check! 1d20 (7) + 2 = `9` Added to combat!"
"2","2000440","East Island: Cold Jungle Floor (ENCOUNTER)","Saba","Saba Ti makes an Initiative check! 1d20 (5) + 3 = `8` Added to combat!"
"2","2000450","East Island: Cold Jungle Floor (ENCOUNTER)","Saba","Saba Ti casts Mage Armor!  

Note:**Effect**: Mage Armor 
8.0 hours (AC Bonus: 3),
Note:You touch a willing creature who isn’t wearing armor. Until the spell ends, the target’s base AC be- comes 13 plus its Dexterity modifier. The spell ends early if the target dons armor.,
Note:`1` ◉◉◉〇 (-1)"
"2","2000460","East Island: Cold Jungle Floor (ENCOUNTER)","Ra","Ra casts Shadow Blade!  

Note:**Effect**: Blade of Shadow 
10 rounds (Attack: Shadow Blade; Parent: Shadow Blade),
Note:You weave together threads of shadow to create a sword of solidified gloom in your hand. This magic sword lasts until the spell ends. It counts as a simple melee weapon with which you are proficient. It deals 2d8 psychic damage on a hit and has the finesse, light, and thrown properties (range 20/60). In addition, when you use the sword to attack a target that is in dim light or darkness, you make the attack roll with advantage.

If you drop the weapon or throw it, it dissipates at the end of the turn. Thereafter, while the spell persists, you can use a bonus action to cause the sword to reappear in your hand.,
Note:`2` ▣▢ (-1)"
"2","2000470","East Island: Cold Jungle Floor (ENCOUNTER)","Ra’vek","*Ra’vek has slipped out of slight, stealthily moving through the jungle.  As he does, he pulls shadows off the trees and forms them into his shadow blade.  Telepathically he tells Kly to* “Track that chasing light.  Be prepared to take action if it attacks.”"
"2","2000480","East Island: Cold Jungle Floor (ENCOUNTER)","Aillig","Aillig MacCaird makes an Initiative check! 1d20 (11) + 2 = `13` Added to combat!"
"2","2000490","East Island: Cold Jungle Floor (ENCOUNTER)","Dungeon Master","> *The light hovers in Quinn's hands. The voice is quieter now, not shouting.  ""Please... Help me... Somebody...""*"
"2","2000500","East Island: Cold Jungle Floor (ENCOUNTER)","Flapjacks-over-Eggs","*Flapjacks looks with concern at the light in Quinn's hands.*  ""Please, be cautious..."""
"2","2000510","East Island: Cold Jungle Floor (ENCOUNTER)","Quinn","*Quinn frowns at the light's soft cries, before looking up to Flapjack.* ""It needs our help. Shouldn't we help those in need?"""
"2","2000520","East Island: Cold Jungle Floor (ENCOUNTER)","Saba","*The goblin twitches at the continued vocalization, even more suspicious*"
"2","2000530","East Island: Cold Jungle Floor (ENCOUNTER)","Saba","[Goblin]||”I don’t know what is worse, hags or Fey trickery.”||"
"2","2000540","East Island: Cold Jungle Floor (ENCOUNTER)","Aillig","*Aillig peers from the chased creature to the chaser, trying to determine what they are and what is truly going on*"
"2","2000550","East Island: Cold Jungle Floor (ENCOUNTER)","Aillig","Aillig MacCaird makes an Investigation check! 1d20 (14) + 7 = `21`"
"2","2000560","East Island: Cold Jungle Floor (ENCOUNTER)","Dungeon Master","> *Aillig determines that these have the characteristics of will-o'-wisps.  Undead creatures that lure people to their doom in swampy areas.*
> 
> *However, these wisps are behaving very strangely.  Wisps get living beings to **follow** them.  They don't go running **towards** people.  They don't chase each other.  And they don't hide in people's arms without hurting them.  There is something peculiar going on with this wisp...*"
"2","2000570","East Island: Cold Jungle Floor (ENCOUNTER)","Saba","*Pumpkin just stares at the wisp from Saba's hat*"
"2","2000580","East Island: Cold Jungle Floor (ENCOUNTER)","Dungeon Master","> *The wisp races towards Quinn and the light in her hands.  It shines brightly and a small spark zaps the light.*"
"2","2000590","East Island: Cold Jungle Floor (ENCOUNTER)","chaser","chaser attacks with a Shock!  

Note:**To Hit**: 1d20 (3) + 4 = `7`
**Miss!**,
Note:*Melee Spell Attack:* +4 to hit, reach 5 ft., one creature. *Hit:* 9 (2d8) lightning damage."
"2","2000600","East Island: Cold Jungle Floor (ENCOUNTER)","Saba","Saba Ti casts Earthbind!  

Note:**DC**: 16,
Note:**STR Save**: 1d20 (8) - 5 = `3`; Failure!
**Effect**: Earthbound 
10 rounds (Parent: Earthbind),
Note:Choose one creature you can see within range. Yellow strips of magical energy loop around the creature. The target must succeed on a Strength saving throw, or its flying speed (if any) is reduced to 0 feet for the spell's duration. An airborne creature affected by this spell safely descends at 60 feet per round until it reaches the ground or the spell ends.,
Note:`2` ◉◉〇 (-1)"
"2","2000610","East Island: Cold Jungle Floor (ENCOUNTER)","Saba","*As the second creature attacks, the goblin casts golden bindings at it, cursing softly to bring it to the ground*"
"2","2000620","East Island: Cold Jungle Floor (ENCOUNTER)","Dungeon Master","> *The wisp glows helplessly on the ground near Quinn's feet.*"
"2","2000630","East Island: Cold Jungle Floor (ENCOUNTER)","Quinn","*Quinn watches as the wisp attacks, and turns her body to shield the light in her hands, but nothing happens, and when she looks over, she finds the creature on the ground wrapped in a magical binding. Her ears pin back.* ""What do you want?"" *she asks,* ""why are you chasing this one?"" *She moves her hands, holding the light against her with one as she pulls a dagger from her belt with the other, pointing it towards the tied being.*"
"2","2000640","East Island: Cold Jungle Floor (ENCOUNTER)","Dungeon Master","> *The wisp on the ground responds in a hoarse whisper.  ""Mine!  Come to me... You're mine! Mine forever!"".*
> 
> *The one in her arms continues to plea.  ""Help me!  Somebody!  Save me!""*"
"2","2000650","East Island: Cold Jungle Floor (ENCOUNTER)","Quinn","*Frowning at the response, Quinn tightens her grip on the dagger. Were there no other words?*"
"2","2000660","East Island: Cold Jungle Floor (ENCOUNTER)","Quinn","Quinn attacks with a Dagger!  

Note:**To Hit**: 1d20 (4) + 7 = `11`
**Miss!**,
Note:Proficiency with a Dagger allows you to add your proficiency bonus to the attack roll for any attack you make with it.




---


This weapon has the following mastery property. To use this property, you must have a feature that lets you use it.


***Nick.*** When you make the extra attack of the Light property, you can make it as part of the Attack action instead of as a Bonus Action. You can make this extra attack only once per turn."
"2","2000670","East Island: Cold Jungle Floor (ENCOUNTER)","Quinn","Quinn attacks with a Dagger!  chaser: <Injured> (-3) 

Note:**To Hit**: 1d20 (**20**) + 7 = `27`
**Damage (CRIT!)**: (2d4 (2, **1**) + 4 
piercing) / 2 = `3`,
Note:Proficiency with a Dagger allows you to add your proficiency bonus to the attack roll for any attack you make with it.




---


This weapon has the following mastery property. To use this property, you must have a feature that lets you use it.


***Nick.*** When you make the extra attack of the Light property, you can make it as part of the Attack action instead of as a Bonus Action. You can make this extra attack only once per turn."
"2","2000680","East Island: Cold Jungle Floor (ENCOUNTER)","Quinn","*Quinn strikes the chasing wisp, having difficulty while holding the light but doing her best and landing a blow.* ""You should really explain yourself...my friends and I will end you for threatening this wisp!"""
"2","2000690","East Island: Cold Jungle Floor (ENCOUNTER)","Ra’vek","*Kly see's the action between the wisps but isn't sure if he should attack or not so he hides up in a tree waiting for Ra'vek's directions.*"
"2","2000700","East Island: Cold Jungle Floor (ENCOUNTER)","Mina'Khor","*Mina also isn’t sure what’s happening. So she grasps the handle of her glaive and readies to attack should there be aggression from the wisps.*"
"2","2000710","East Island: Cold Jungle Floor (ENCOUNTER)","Saba","Saba Ti makes an Arcana check! 1d20 (12) + 8 = `20`"
"2","2000720","East Island: Cold Jungle Floor (ENCOUNTER)","Saba","*The goblin shuffles closer to take a good look at this odd pair of wisps*"
"2","2000730","East Island: Cold Jungle Floor (ENCOUNTER)","Saba","“What go on….why wisp on wisp violence?”"
"2","2000740","East Island: Cold Jungle Floor (ENCOUNTER)","Ra","Ra makes a Perception check! 1d20 (13) + 7 = `20`"
"2","2000750","East Island: Cold Jungle Floor (ENCOUNTER)","Ra’vek","*Seeing that this little wisp has plenty of attention at the moment, Ra’vek decides to look around and make sure there’s no other trouble.

He tells Kly to still keep an eye on the situation and be prepared to attack.*"
"2","2000760","East Island: Cold Jungle Floor (ENCOUNTER)","Flapjacks-over-Eggs","Flapjacks-over-Eggs casts Eldritch Blast!  chaser: <Bloodied> (-9) 

Note:**To Hit**: 1d20 (16) + 10 = `26`
**Damage**: 1d10 (5) + 4 
magical magical force = `9`,
Note:A beam of crackling energy streaks toward a creature within range. Make a ranged spell attack against the target. On a hit, the target takes 1d10 force damage.

The spell creates more than one beam when you reach higher levels: two beams at 5th level, three beams at 11th level, and four beams at 17th level. You can direct the beams at the same target or at different ones. Make a separate attack roll for each beam.,
Note:When you cast eldritch blast, add your Charisma modifier to the damage it deals on a hit.,
Note:When you hit a creature with eldritch blast, you can push the creature up to 10 feet away from you in a straight line."
"2","2000770","East Island: Cold Jungle Floor (ENCOUNTER)","Flapjacks-over-Eggs","*Flapjacks sees Quinn stab the wisp. A blast of dark energy fires from his missing eye and collides with it, knocking it away from Quinn a short distance.*"
"2","2000780","East Island: Cold Jungle Floor (ENCOUNTER)","Aillig","Aillig MacCaird casts Shocking Grasp!  chaser: <Bloodied> 

Note:**To Hit**: 1d20 (13) + 7 = `20`
**Damage**: (2d8 (6, 2) 
magical lightning) * 0 = `0`
**Effect**: Shocked (No Reactions) 
until start of next turn,
Note:Lightning springs from you to a creature that you try to touch. Make a melee spell attack against the target. On a hit, the target takes 1d8 Lightning dam- age, and it can’t make Opportunity Attacks until the start of its next turn. Cantrip Upgrade. The damage increases by 1d8 when you reach levels 5 (2d8), 11 (3d8), and 17 (4d8)."
"2","2000790","East Island: Cold Jungle Floor (ENCOUNTER)","Aillig","*Aillig moves forward to bat the whisp further away, a flashing sigil held in his hand, but although he hits the being, his strike has not effect.*"
"2","2000800","East Island: Cold Jungle Floor (ENCOUNTER)","Saba","*Confused, the rat stays under the goblin’s hat, not wanting to get involved*"
"2","2000810","East Island: Cold Jungle Floor (ENCOUNTER)","Saba","*The goblin shakes her head, backing away from the wisp and Quinn*
“No good, wisp keep going as…trapped”
*She struggles to explain*"
